List-href,Name,Nationality,Ethnicity,Age,Gender,Born,Died,Eye color,Hair color,Skin color,Love interest,Allies,Enemies,Weapon of choice,Fighting styles,Profession,Position,Predecessor,Successor,Affiliation,First appearance,Last appearance,Voiced by
"https://avatar.fandom.com/wiki/Hiryu","Hiryu","","","","Man","","","","Black","","","Team Avatar, Water Tribe, Master Wei","Zhao, Fire Nation","Water","Waterbending","Hunter","","","","Northern Water Tribe","Avatar: The Last Airbender (video game) (only appearance)","",""
"https://avatar.fandom.com/wiki/Hama","Hama","","","","Woman","","","Gray","Light gray (brown in youth)","Light","","Southern Water Tribe, Kanna","Fire Nation, Team Avatar, Ding","Water","Waterbending (Southern style), bloodbending","Innkeeper (formerly)Waterbending instructor (formerly)","Fire Nation prisonerInventor of bloodbendingWaterbending master","","","Southern Water Tribe","""The Puppetmaster"" (only appearance)","","Tress MacNeille"
"https://avatar.fandom.com/wiki/Hakoda","Hakoda","","","","Man","","","Blue","Dark brown","Brown","Kya (wife; deceased)Malina (girlfriend)","Team Avatar, Bato, Chit Sang, Tyro, Haru, Earth Kingdom, Southern Water Tribe, Malina","Ozai, Azula, the warden, Azulon, Yon Rha, Southern Raiders, Gilak, Fire Navy officer","Water Tribe weapons","","Warrior","Fire Nation prisoner (formerly)Chieftain of Wolf Cove (formerly)Head Chieftain of the Southern Water Tribe","","","Southern Water Tribe","""Bato of the Water Tribe"" (flashback only)","North and South Part Three (actual)","André Sogliuzzo"
"https://avatar.fandom.com/wiki/Hahn","Hahn","","","","Man","82 AG","","Light blue","Black","","Yue (arranged betrothal)","Yue, Arnook, Northern Water Tribe","Fire Nation, Admiral Zhao, Sokka","Water Tribe weapons","","Soldier","","","","Northern Water Tribe","""The Siege of the North, Part 1""","""The Siege of the North, Part 2""","Ben Diskin"
"https://avatar.fandom.com/wiki/Gilak","Gilak","","","","Man","","c. 102 AG","Blue","Grey","Brown","","Thod and his disciples, Lirin, Southern Water Tribe nationalists","Team Avatar, Hakoda, Maliq, Malina, Northern Water Tribe, Fire Nation, Earth King Kuei, non-native people residing in the South","Water Tribe weapons","","Warrior","Leader of the Southern militant nationalists","","","Southern Water Tribe","""The Southern Raiders"" (flashback only)","North and South Part Three","Dee Bradley Baker (at the SDCC 18 reading of North and South)[2]"
"https://avatar.fandom.com/wiki/Category:Foggy_Swamp_Tribe_characters","","","","","","","","","","","","","","","","","","","","","","",""
"https://avatar.fandom.com/wiki/Enuk","Enuk","","","","Non-binary","","","","","","","","","Air","Airbending","","","","","","Adventure Booklet 5: Water & Mist (only appearance)","",""
"https://avatar.fandom.com/wiki/Due","Due","","","","Man","","","","Black","","","Huu, Slim, Tho, Foggy Swamp Tribe, Team Avatar, more ...","Fire Nation","Water","Waterbending (Foggy Swamp style)","","Waterbending master","","","Foggy Swamp Tribe","""The Swamp""","""Sozin's Comet, Part 4: Avatar Aang""","Carlos Alazraqui"
"https://avatar.fandom.com/wiki/Desna_and_Eska","Desna and Eska","","","16 in Books Two and Three[2]","Man (Desna)Woman (Eska)","155 AG","","Gray blue","Black","Tan","Bolin (fiancé to Eska; formerly)","Northern Water Tribe, Korra, Tonraq, Team Avatar, Zuko, more ...","Unalaq, Vaatu, dark spirits, Varrick, Red Lotus","Water","Waterbending (Northern style)","","Chiefs of the Northern Water TribeTribal Princess of the Northern Water Tribe (Eska; formerly)Waterbending masters","Unalaq (as chief of the Northern Water Tribe)","","Northern Water Tribe","""Rebel Spirit""","""Remembrances"" (flashback only)","Aaron Himelstein (Desna)Aubrey Plaza (Eska)"
"https://avatar.fandom.com/wiki/Chukagnak","Chukagnak","","","","Woman","","","","","","","","","Water","Waterbending","Pirate","","","","Fifth NationNorthern Water Tribe (formerly)","Avatar Legends: The Roleplaying Game - Core Book (only appearance)","",""
"https://avatar.fandom.com/wiki/Changunak","Changunak","","","","Woman","","","","","","","","","Water","Waterbending","","","","","","Adventure Booklet 5: Water & Mist (only appearance)","",""
"https://avatar.fandom.com/wiki/Bato","Bato","","","","Man","","","Royal blue","Brown","Brown","","Team Avatar, Hakoda, Kanna, Southern Water Tribe, more ...","Ozai, Fire Navy officer","Water Tribe weapons","","Warrior","","","","Southern Water Tribe","""Bato of the Water Tribe""","""Sozin's Comet, Part 4: Avatar Aang""","Richard McGonagle"
"https://avatar.fandom.com/wiki/Ayunerak","Ayunerak","","","","Woman","","","Pale blue[1]","","","","Order of the White Lotus, Kavik, Avatar Yangchen","Shang merchants","","","Cook","Head of food kitchen for the unemployedVery high-ranking member of the Order of the White Lotus","","","Order of the White Lotus","""Forgiveness""","Epilogue",""
"https://avatar.fandom.com/wiki/Aupilaarjuk","Aupilaarjuk","","","","Woman","","","","","","","Order of the White Lotus, Northern Water Tribe, Southern Water Tribe","","","","Courier","","","","Order of the White LotusNorthern Water TribeSouthern Water Tribe","Avatar Legends: The Roleplaying Game - Core Book (only appearance)","",""
"https://avatar.fandom.com/wiki/Atuat","Atuat","","","","Woman","","","Light blue[1]","","","","Hei-Ran, Rangi, Kyoshi, Jinpa, Zoryu, Nyahitha","Yun","Water","","DoctorHealing instructor to Avatar Kyoshi","Master healer","","","Northern Water Tribe","""The Headmistress""","""Escalation""",""
"https://avatar.fandom.com/wiki/Ashuna","""Auntie"" Ashuna","","","","Woman","","","","","","","Katara, Niyok, Nutha, Sokka","","","","","","","","","North and South Part One (only appearance)","",""
"https://avatar.fandom.com/wiki/Arnook","Arnook","","","","Man","50 AG","","","Black","","His wife","Team Avatar, Pakku, Hahn, La, Tui, Northern Water Tribe","Zhao, Fire Nation","Water Tribe weapons","","","Chief of the Northern and Southern Water Tribe[4]","","Unknown, eventually Unalaq and Tonraq's father (as chief of both Water Tribes)[3]","Northern Water Tribe","""The Waterbending Master""","""The Siege of the North, Part 2""","Jon Polito"
"https://avatar.fandom.com/wiki/Aniki","Aniki","","","","Woman","","","","","","","Minaq, Teek","","Cable-backed bow","Archery","","","","","","Avatar Legends: The Roleplaying Game - Quickstart (only appearance)","",""
"https://avatar.fandom.com/wiki/Amon","Amon","","","","Man","130 AG","170 AG","Blue","Brown","Tan","","Hiroshi Sato","Tarrlok, Tenzin, Lin Beifong, Bumi, Lieutenant, Saikhan, Yakone, benders, Metalbending Police Force, Tarrlok's task force, Team Avatar, Triple Threat Triad, United Forces, United Republic Council, more ...","Water","Waterbending, bloodbending, chi-blocking","Equalist leader (formerly)","Bloodbending masterChi-blocking masterNorthern Water Tribe citizen (formerly)Revolutionary leader (formerly)United Republic fugitive (formerly)Waterbending master","","Yoshiro (as leader of the Equalists)[5]","Equalists (formerly)Northern Water Tribe (formerly)","""Welcome to Republic City""","""Remembrances"" (flashback only)","Steve BlumJacob Bertrand (ages 6-10)Alexander Martella (age 14)"
"https://avatar.fandom.com/wiki/Amak","Amak","","","","Man","","296 BG","Pale blue[1]","","","","Jianzhu, Hei-Ran, Kelsang, Yun, Kyoshi","Fifth Nation, Tagaka","Water","Waterbending","Assassin (formerly)Waterbending instructor","Waterbending master","","","Contract employer","""The Iceberg""","Avatar: Generations",""
"https://avatar.fandom.com/wiki/Akuudan","Akuudan","","","","Man","","","","","","Tayagum (husband)","Avatar Yangchen, Kavik, Jujinta","Chaisee, Kalyaan, Shang merchants, Thapa, Zongdu Henshe","Water","Waterbending","WarriorInnkeeper","","","","Chief Oyaluk (formerly)Water Tribes","""A Place to Lay One's Head""","""The Path Forward""",""
