characters-href,Image-src,name,Nationality,Ethnicity,Age,Born,Died,Eye color,Hair color,Skin color,Gender,Love interest,Allies,Enemies,Weapon of choice,Fighting styles,Profession,Position,Predecessor,Successor,Affiliation,First appearance,Last appearance,Voiced by
"https://avatar.fandom.com/wiki/Gilak","https://static.wikia.nocookie.net/avatar/images/c/cd/Gilak.png/revision/latest?cb=20170524065046","Gilak","Wolf Cove, Southern Water Tribe","Water Tribe","","","c. 102 AG","Blue","Grey","Brown","Man","","Thod","Team Avatar","Water Tribe weapons","","Warrior","","","","","""The Southern Raiders"" (flashback only)","","Dee Bradley Baker (at the SDCC 18 reading of North and South)[2]"
"https://avatar.fandom.com/wiki/Category:Foggy_Swamp_Tribe_characters","","","","","","","","","","","","","","","","","","","","","","","",""
"https://avatar.fandom.com/wiki/Enuk","","Enuk","Southern Water Tribe","Water Tribe","","","","","","","Non-binary","","","","Air","","","","","","","Adventure Booklet 5: Water & Mist (only appearance)","",""
"https://avatar.fandom.com/wiki/Due","https://static.wikia.nocookie.net/avatar/images/7/7b/Due.png/revision/latest?cb=20130630225941","Due","Foggy Swamp Tribe","Water Tribe","","","","","Black","","Man","","Huu","Fire Nation","Water","(Foggy Swamp style)","","","","","","""The Swamp""","","Carlos Alazraqui"
"https://avatar.fandom.com/wiki/Desna_and_Eska","https://static.wikia.nocookie.net/avatar/images/1/1b/Chiefs_Desna_and_Eska.png/revision/latest/scale-to-width-down/350?cb=20140730174236","Desna and Eska","Agna Qel'a, Northern Water Tribe","Water Tribe","16 in Books Two and Three[2]19 in Book Four: Balance[3]","155 AG","","Gray blue","Black","Tan","Man (Desna)Woman (Eska)","Bolin (fiancé to Eska; formerly)","Korra","Vaatu","Water","(Northern style)","","Waterbending masters","Unalaq (as chief of the Northern Water Tribe)","","","""Rebel Spirit""","","Aaron Himelstein (Desna)Aubrey Plaza (Eska)"
"https://avatar.fandom.com/wiki/Chukagnak","","Chukagnak","Northern Water Tribe","Water Tribe","","","","","","","Woman","","","","Water","","Pirate","","","","Fifth Nation","Avatar Legends: The Roleplaying Game - Core Book (only appearance)","",""
"https://avatar.fandom.com/wiki/Changunak","","Changunak","Southern Water Tribe","Water Tribe","","","","","","","Woman","","","","Water","","","","","","","Adventure Booklet 5: Water & Mist (only appearance)","",""
"https://avatar.fandom.com/wiki/Bato","https://static.wikia.nocookie.net/avatar/images/e/e3/Bato_smiling.png/revision/latest?cb=20130626122901","Bato","Wolf Cove, Southern Water Tribe","Water Tribe","","","","Royal blue","Brown","Brown","Man","","Team Avatar","Ozai","Water Tribe weapons","","Warrior","","","","","""Bato of the Water Tribe""","","Richard McGonagle"
"https://avatar.fandom.com/wiki/Ayunerak","","Ayunerak","Northern Water Tribe","Water Tribe","","","","Pale blue[1]","","","Woman","","Order of the White Lotus","Shang merchants","","","Cook","","","","","""Forgiveness""","",""
"https://avatar.fandom.com/wiki/Aupilaarjuk","","Aupilaarjuk","Southern Water Tribe","Water Tribe","","","","","","","Woman","","Order of the White Lotus","","","","Courier","Southern Water Tribe","","","Order of the White Lotus","Avatar Legends: The Roleplaying Game - Core Book (only appearance)","",""
"https://avatar.fandom.com/wiki/Atuat","","Atuat","Agna Qel'a, Northern Water Tribe","Water Tribe","","","","Light blue[1]","","","Woman","","Hei-Ran","Yun","Water","","DoctorHealing instructor to Avatar Kyoshi","","","","","""The Headmistress""","",""
"https://avatar.fandom.com/wiki/Ashuna","https://static.wikia.nocookie.net/avatar/images/9/9a/Ashuna.png/revision/latest?cb=20161026183558","Ashuna","Wolf Cove, Southern Water Tribe","Water Tribe","","","","","","","Woman","","Katara","","","","","","","","","North and South Part One (only appearance)","",""
"https://avatar.fandom.com/wiki/Arnook","https://static.wikia.nocookie.net/avatar/images/0/0c/Chief.png/revision/latest?cb=20140122221730","Arnook","Agna Qel'a, Northern Water Tribe","Water Tribe","50[2]","50 AG","","","Black","","Man","His wife","Team Avatar","Zhao","Water Tribe weapons","","","","","Unknown, eventually Unalaq and Tonraq's father (as chief of both Water Tribes)[3]","","""The Waterbending Master""","","Jon Polito"
"https://avatar.fandom.com/wiki/Aniki","","Aniki","Grey Wolf Village, Southern Water Tribe","Water Tribe","","","","","","","Woman","","Teek","","Cable-backed bow","","","","","","","Avatar Legends: The Roleplaying Game - Quickstart (only appearance)","",""
"https://avatar.fandom.com/wiki/Amon","https://static.wikia.nocookie.net/avatar/images/0/00/Amon_and_his_Equalists.png/revision/latest/scale-to-width-down/350?cb=20160219113422","Amon","Northern Water Tribe","Water Tribe","40 at death[3][4]","130 AG","170 AG","Blue","Brown","Tan","Man","","Hiroshi Sato","Tarrlok","Water","","Equalist leader (formerly)","Northern Water Tribe citizen (formerly)","","Yoshiro (as leader of the Equalists)[5]","Equalists (formerly)","""Welcome to Republic City""","","Steve BlumJacob Bertrand (ages 6-10)Alexander Martella (age 14)"
"https://avatar.fandom.com/wiki/Amak","https://static.wikia.nocookie.net/avatar/images/4/48/Amak.png/revision/latest/scale-to-width-down/350?cb=20230419175720","Amak","Agna Qel'a, Northern Water Tribe","Water Tribe","","","296 BG","Pale blue[1]","","","Man","","Jianzhu","Fifth Nation","Water","","Assassin (formerly)Waterbending instructor","","","","","""The Iceberg""","",""
"https://avatar.fandom.com/wiki/Akuudan","","Akuudan","Southern Water Tribe","Water Tribe","","","","","","","Man","Tayagum (husband)","Avatar","Chaisee","Water","","WarriorInnkeeper","","","","Chief Oyaluk (formerly)","""A Place to Lay One's Head""","",""
