characters-href,Image-src,name,Nationality,Ethnicity,Age,Born,Died,Eye color,Hair color,Skin color,Gender,Love interest,Allies,Enemies,Weapon of choice,Fighting styles,Profession,Position,Predecessor,Successor,Affiliation,First appearance,Last appearance,Voiced by
"https://avatar.fandom.com/wiki/Rhee","https://static.wikia.nocookie.net/avatar/images/2/2f/Rhee.png/revision/latest?cb=20200202202943","Rhee","Earth Kingdom","","40s[1]","c. 130 AG","","","Brown","Light","Man","","Korra","","","","Government official","","","","","Ruins of the Empire Part One","",""
"https://avatar.fandom.com/wiki/Rameh","","Rameh","Earth Kingdom","Earth Kingdom","","","","","","","Man","","Armadillo Bears","Onomu","Earth","","Rebel","","","","","Adventure Booklet 3: Ash & Steel (only appearance)","",""
"https://avatar.fandom.com/wiki/Radio_operator","https://static.wikia.nocookie.net/avatar/images/8/88/Radio_operator.png/revision/latest/scale-to-width-down/350?cb=20140810160336","Radio operator","Earth Kingdom","Earth Kingdom","","","","","Brown","Tan","Man","","","Zaheer","","","Soldier","","","","","""Long Live the Queen"" (only appearance)","","Mitchell Whitfield"
"https://avatar.fandom.com/wiki/Quon","https://static.wikia.nocookie.net/avatar/images/8/8a/Quon.png/revision/latest?cb=20130701091130","Quon","Ba Sing Se, Earth Kingdom","Earth Kingdom","","","","","Brown","","Man","","Iroh","Pao","","","Entrepreneur","","","","","""Lake Laogai"" (only appearance)","","Kurt Fuller"
"https://avatar.fandom.com/wiki/Quin_Yu","","Quin Yu","Earth Kingdom","Earth Kingdom","","","","","","","Man","","","","","","Opera starActor","","","","","Movers & Shakers (only appearance)","",""
"https://avatar.fandom.com/wiki/Quartz","","Quartz","Eastern Earth Kingdom","Earth Kingdom","","","","","","","Man","","Tao","","Earth","","Daofei","","","","","Adventure Booklet 1: Earth & Root (only appearance)","",""
"https://avatar.fandom.com/wiki/Qian_Yu","","Qian Yu","Earth Kingdom","Earth Kingdom","","","","","","","Woman","","Taiki","Sparrowkeet Air","Earth, metal","","Archaeologist","","","","","Adventure Booklet 4: Air & Wind (only appearance)","",""
"https://avatar.fandom.com/wiki/Pu-on_Tim","https://static.wikia.nocookie.net/avatar/images/c/cd/Pu-on_Tim.png/revision/latest?cb=20130913224856","Pu-on Tim","Earth Kingdom","Earth Kingdom","","","","","Black","","Man","","Ember Island Players","","","","Playwright","","","","","""The Ember Island Players"" (mentioned only) (only mention)","",""
"https://avatar.fandom.com/wiki/Professor","https://static.wikia.nocookie.net/avatar/images/b/b1/Professor.png/revision/latest?cb=20210530102907","Professor","Earth Kingdom","Earth Kingdom","","","","","White","","Man","","Kuei","","","","Historian","","","","","The Search Part One (only appearance)","",""
"https://avatar.fandom.com/wiki/Poppy_Beifong","https://static.wikia.nocookie.net/avatar/images/c/c8/Poppy_Beifong.png/revision/latest?cb=20131231180143","Poppy Beifong","Gaoling, Earth Kingdom","Earth Kingdom","","","","","Black","","Woman","Lao Beifong (husband)","Yu","The Boulder","","","","","","","Beifong family","""The Blind Bandit""","","Gabrielle Carteris"
"https://avatar.fandom.com/wiki/Pong","https://static.wikia.nocookie.net/avatar/images/f/f8/Pong.png/revision/latest?cb=20140422090646","Pong","Ba Sing Se, Earth Kingdom","Earth Kingdom","","","","","White","","Man","","Team Avatar","Dai Li","","","Government official","","","","","""City of Walls and Secrets"" (only appearance)","","Greg Berg"
"https://avatar.fandom.com/wiki/Poi_and_Ping","https://static.wikia.nocookie.net/avatar/images/e/eb/Poi_and_Ping.png/revision/latest?cb=20130814102305","Poi and Ping","Makapu Village, Earth Kingdom","Earth Kingdom","","","","","Brown","","Men","","Wu","Fire Nation","Earth (Poi)","(Poi)","","","","","","""The Fortuneteller"" (only appearance)","","Cameron Monaghan"
"https://avatar.fandom.com/wiki/Pipsqueak","https://static.wikia.nocookie.net/avatar/images/e/ef/Pipsqueak.png/revision/latest?cb=20130706005357","Pipsqueak","Earth Kingdom","Earth Kingdom","","","","","Brown","","Man","","Freedom Fighters","Fire Nation","Wooden club","","Freedom Fighter (formerly)","Hakoda's forces","","","Earth Kingdom","""Jet""","","Sterling Young"
"https://avatar.fandom.com/wiki/Pet_shop_owner","https://static.wikia.nocookie.net/avatar/images/c/cb/Pet_shop_owner.png/revision/latest?cb=20140422090645","Pet shop owner","Ba Sing Se, Earth Kingdom","Earth Kingdom","","","","","Brown","","Man","","","","","","Pet store owner","","","","","""City of Walls and Secrets"" (only appearance)","","Wil Wheaton"
"https://avatar.fandom.com/wiki/Penga","https://static.wikia.nocookie.net/avatar/images/5/52/Penga.png/revision/latest?cb=20200730053531","Penga","Yu Dao, Fire Nation colonies","Earth Kingdom","9 in The Promise trilogy[2]10 in The Rift trilogy","92 AG","","Brown","Dark brown","Light","Woman","","Team Beifong","Kunyo","Earth, metal","","Metalbending instructor","Upper-class Yu Dao citizen","","","Beifong Metalbending Academy","The Promise Part One","",""
"https://avatar.fandom.com/wiki/Peng","","Peng","Earth Kingdom","Earth Kingdom","","","","","","","Man","","Anri","","Smoke bombs","","RingmasterCriminal","","","","","Avatar Legends: The Roleplaying Game - Core Book (only appearance)","",""
"https://avatar.fandom.com/wiki/Passport_attendant","https://static.wikia.nocookie.net/avatar/images/e/e2/Grumpy_passport_attendant.png/revision/latest?cb=20140413233809","Passport attendant","Full Moon Bay, Earth Kingdom","Earth Kingdom","","","","","Black","","Woman","","","Fire Nation","","","Ferry passport attendant","","","","","""The Serpent's Pass"" (only appearance)","","Karen Maruyama"
"https://avatar.fandom.com/wiki/Pao","https://static.wikia.nocookie.net/avatar/images/4/45/Pao.png/revision/latest?cb=20140422090645","Pao","Ba Sing Se, Earth Kingdom","Earth Kingdom","","","","","Black","Light","Man","","Iroh","Quon","","","Tea shop owner","","","","","""City of Walls and Secrets""","","George Cheung"
"https://avatar.fandom.com/wiki/Pang","","Pang","Earth Kingdom","Earth Kingdom","","","Year 17 of the era of Yangchen","","","","Man","","Zongdu","Tael","","","Errand runner","","","","Zongdu Chaisee's errand runner association","""The Numbers Game""","",""
"https://avatar.fandom.com/wiki/Oyaji","https://static.wikia.nocookie.net/avatar/images/4/42/Oyaji.png/revision/latest?cb=20130819103514","Oyaji","Suki's village, Earth Kingdom","Kyoshi Islander","","","","","Gray","","Man","","Kyoshi Warriors","Fire Nation","","","Government official","","","","","""The Warriors of Kyoshi""","","James Sie"
"https://avatar.fandom.com/wiki/Outpost_soldiers","https://static.wikia.nocookie.net/avatar/images/d/d8/Outpost_soldiers.png/revision/latest/scale-to-width-down/350?cb=20150306110334","Outpost soldiers","Earth Kingdom","","","","","","Black (soldier #1)Brown (soldier #2)","","Men","","Kuvira","","Earth (soldier #2)","(soldier #2)","Soldiers","","","","","""The Calling"" (only appearance)","","Greg Baldwin (soldier #1)Jeff Bennett (soldier #2)"
"https://avatar.fandom.com/wiki/Organ_grinder","https://static.wikia.nocookie.net/avatar/images/7/77/Organ_grinder.png/revision/latest?cb=20140504160851","Organ grinder","Ba Sing Se, Earth Kingdom","Earth Kingdom","","","","","Gray","","Man","","Kenji","","","","Organ grinder","","","","","""The Tales of Ba Sing Se"" (only appearance)","",""
"https://avatar.fandom.com/wiki/Opal","https://static.wikia.nocookie.net/avatar/images/3/3c/Opal.png/revision/latest?cb=20210503005737","Opal","Zaofu, Earth Kingdom","Earth Kingdom","","","","Olive green","Black","Tan","Woman","Bolin (boyfriend)","Team Avatar","Red Lotus","Air","","","Metal Clan","","","Air Nation","""The Metal Clan""","","Alyson Stoner"
"https://avatar.fandom.com/wiki/Onku","https://static.wikia.nocookie.net/avatar/images/d/de/Onku.png/revision/latest?cb=20200422205043","Onku","Earth Kingdom","Earth Kingdom","","","","","Brown","","Man","","Lokai","","Earth","","","","","","","""Divided We Fall"" (only appearance)","",""
"https://avatar.fandom.com/wiki/Omashu_captain","https://static.wikia.nocookie.net/avatar/images/6/60/Omashu_captain.png/revision/latest?cb=20230414181734","Omashu captain","Omashu, Earth Kingdom","Earth Kingdom","","","","","Gray","Light","Man","","Bumi","Fire Nation","","","Soldier","","","","","""The King of Omashu""","",""
"https://avatar.fandom.com/wiki/Oma","https://static.wikia.nocookie.net/avatar/images/1/16/Oma.png/revision/latest?cb=20140128110438","Oma","","","","","","","Black","","Woman","Shu (boyfriend; deceased)","badgermoles","","Earth","","","","","","","""The Cave of Two Lovers"" (flashback only) (only appearance)","",""
"https://avatar.fandom.com/wiki/Old_Sweepy","https://static.wikia.nocookie.net/avatar/images/3/35/Sweepy.png/revision/latest?cb=20130701092858","Old Sweepy","Ba Sing Se, Earth Kingdom","Earth Kingdom","","","","","White","","Man","","Long Feng","Team Avatar","","","","","","","","""Lake Laogai"" (only appearance)","",""
"https://avatar.fandom.com/wiki/Ohev","https://static.wikia.nocookie.net/avatar/images/a/ac/Ohev.png/revision/latest?cb=20101219034535","Ohev","Earth Kingdom","","","","","","Brown","","Man","Toph Beifong (love interest)","Chong","Fire Nation","","","","","","","","Love Potion #8 (only appearance)","",""
"https://avatar.fandom.com/wiki/Oh","https://static.wikia.nocookie.net/avatar/images/d/d7/Oh.png/revision/latest?cb=20140119145456","Oh","Earth Kingdom","","","","","","Brown","","Man","","Pirate captain","Team Avatar","Butterfly swords, explosives","","""High risk trader"" (pirate)","","","","Pirate crew","""The Waterbending Scroll""","","Byron McKittrick"
"https://avatar.fandom.com/wiki/Nyla","https://static.wikia.nocookie.net/avatar/images/7/71/Shirshu.png/revision/latest?cb=20130626132120","Nyla","Earth Kingdom","","","","","","","Brown with a streak of black","Male[1]","","June","","Tongue, claws","","","","","","","""Bato of the Water Tribe""","",""
"https://avatar.fandom.com/wiki/Noehi","","Noehi","Earth Kingdom","Earth Kingdom","","","","","","","Woman","","Zongdu","Avatar","","","Shang merchant","","","","","""Theater""","",""
"https://avatar.fandom.com/wiki/Nibbles","https://static.wikia.nocookie.net/avatar/images/d/d4/Nibbles.png/revision/latest?cb=20210120014635","Nibbles","","","","","","Gold","Brown on top with a pale chest","","Female","","","","","","","","","","","""Lost Pets"" (only appearance)","",""
"https://avatar.fandom.com/wiki/Nianzhen","https://static.wikia.nocookie.net/avatar/images/8/85/Nianzhen.png/revision/latest?cb=20230301212055","Nianzhen","Si Wong Desert, Earth Kingdom","Si Wong","","","","Green","Dark brown","Brown","Woman","","","","Earth, sand","","","","","","","Avatar Legends: The Roleplaying Game Core Book","",""
"https://avatar.fandom.com/wiki/Mui","https://static.wikia.nocookie.net/avatar/images/2/28/Mui.png/revision/latest?cb=20230419120934","Mui","Earth Kingdom","","Middle-aged[2]","","","","","","Woman","","Kyoshi","","","","ChefServant","","","","","""Honest Work""","",""
"https://avatar.fandom.com/wiki/Mrs._Morishita","https://static.wikia.nocookie.net/avatar/images/e/ee/Morishita%27s_wife.png/revision/latest?cb=20200728131555","Mrs. Morishita","Yu Dao, Fire Nation colonies","Earth Kingdom","","","","","Brown","","Woman","Morishita (husband)","Zuko","","Earth","","","Fire Nation colonies","","","Yu Dao","The Promise Part One","",""
"https://avatar.fandom.com/wiki/Mother_Superior","https://static.wikia.nocookie.net/avatar/images/e/ed/Mother_Superior.png/revision/latest?cb=20130626130958","Mother Superior","Earth Kingdom","Earth Kingdom","","","","","Gray","","Woman","","Bato","Fire Nation","","","Nun","","","","","""Bato of the Water Tribe"" (only appearance)","","Amy Hill"
"https://avatar.fandom.com/wiki/Moku","https://static.wikia.nocookie.net/avatar/images/7/78/Moku.png/revision/latest?cb=20140128105200","Moku","Earth Kingdom","","","","","","Black","Light","Man","","Team Avatar","","","","EntertainerNomad","","","","","""The Cave of Two Lovers""","","Derek Basco"
"https://avatar.fandom.com/wiki/Mok","","Mok","Earth Kingdom","","20s in The Rise of Kyoshi[1]","Between 326—316 BG[1]","","","","","Man","","Xu Ping An","Kyoshi","","","Daofei ""uncle""","","","","Yellow Necks","""The Town""","",""
"https://avatar.fandom.com/wiki/Miyuki","https://static.wikia.nocookie.net/avatar/images/5/53/Miyuki.png/revision/latest?cb=20140113135324","Miyuki","Earth Kingdom","Earth Kingdom","28[2]","72 AG","","","","White","Female","","Herbalist","","","","","","","","","""The Blue Spirit""","","Dee Bradley Baker"
"https://avatar.fandom.com/wiki/Mirai","","Mirai","Yokoya, Earth Kingdom","Yokoyan","","c. 312 BG","","","","","Woman","","","","Earth","","","","","","","""The Test"" (mentioned only)","",""
"https://avatar.fandom.com/wiki/Mingxia","https://static.wikia.nocookie.net/avatar/images/d/d3/Mingxia.png/revision/latest?cb=20210730171603","Mingxia","Suki's village, Earth Kingdom","Kyoshi Islander","","","","Dark blue","Brown","Light","Woman","Meilin (girlfriend)","Kyoshi Warriors","Fire Nation","War fans","","Kyoshi Warrior (formerly)","","","","","Suki, Alone (only appearance)","",""
"https://avatar.fandom.com/wiki/Merchant","https://static.wikia.nocookie.net/avatar/images/1/19/Merchant.png/revision/latest?cb=20200421094449","Merchant","Earth Kingdom","","","","","","Black","Tan","Man","","Zhao","Aang","","","Merchant of relics","","","","","""Relics"" (only appearance)","",""
"https://avatar.fandom.com/wiki/Mengyao","","Mengyao","Ba Sing Se, Earth Kingdom","Earth Kingdom","","","","","","","Woman","","","Fanged Mercenaries","Bow and arrow","","Daofei (formerly)Vigilante","","","","","Adventure Booklet 1: Earth & Root (only appearance)","",""
"https://avatar.fandom.com/wiki/Meng","https://static.wikia.nocookie.net/avatar/images/4/42/Meng.png/revision/latest?cb=20130814090639","Meng","Makapu Village, Earth Kingdom","Earth Kingdom","","","","","Black","","Woman","Aang (love interest)","Wu","Fire Nation","","","Assistant","","","","Aunt Wu's Fortune Salon","""The Fortuneteller"" (only appearance)","","Jessie Flower"
"https://avatar.fandom.com/wiki/Meilin","https://static.wikia.nocookie.net/avatar/images/d/d7/Meilin.png/revision/latest?cb=20210730171357","Meilin","Earth Kingdom","","","","","Amber","Brown","","Woman","Mingxia (girlfriend)","Suki","Fire Nation","","","","","","","","Suki, Alone (only appearance)","",""
"https://avatar.fandom.com/wiki/Mechanist","https://static.wikia.nocookie.net/avatar/images/b/b7/Mechanist.png/revision/latest?cb=20140118124602","Mechanist","Earth Kingdom","Earth Kingdom","","","","","Brown","","Man","His wife (deceased)","Team Avatar","Fire Nation","","","Inventor","","","","Earth Kingdom","""The Northern Air Temple""","","René Auberjonois"
"https://avatar.fandom.com/wiki/Masaru_(technologist)","","","Ba Sing Se, Earth Kingdom","Earth Kingdom","","","","","","","Woman","","Tao","","Smoke bombs, getaway traps","","Thief","","","","","Adventure Booklet 1: Earth & Root (only appearance)","",""
"https://avatar.fandom.com/wiki/Maolo","","Maolo","","Water Tribe","","","","","","","Man","","Anri","","Water","","Carnival performerArt forgerCriminal","Criminal","","","","Avatar Legends: The Roleplaying Game - Core Book (only appearance)","",""
"https://avatar.fandom.com/wiki/Macmu-Ling","https://static.wikia.nocookie.net/avatar/images/f/f8/Macmu-Ling.png/revision/latest?cb=20140504182010","Macmu-Ling","Ba Sing Se, Earth Kingdom","Earth Kingdom","","","","","Black","","Woman","","Five-Seven-Five Society","Sokka","","","Haiku teacher","","","","Earth Kingdom","""The Tales of Ba Sing Se"" (only appearance)","","Melinda Clarke"
"https://avatar.fandom.com/wiki/Macao_and_Lily","https://static.wikia.nocookie.net/avatar/images/8/82/Macao_and_Lily.png/revision/latest/scale-to-width-down/350?cb=20140801180643","Macao and Lily","Earth Kingdom","Earth Kingdom","","","","","Black (Macao)Gray (Lily)","","Man (Macao)Woman (Lily)","","Bolin","","","","","","","","","""The Stakeout"" (only appearance)","","Matthew Willig (Macao)Grey DeLisle (Lily)"
"https://avatar.fandom.com/wiki/Luumi","https://static.wikia.nocookie.net/avatar/images/c/c1/Luumi.png/revision/latest?cb=20230515081345","Luumi","Earth Kingdom","Earth Kingdom","","","","Dark brown","Dark brown","Tan","","","Team Avatar","","Earth","","","","","","","""Lost and Found"" (only appearance)","",""
"https://avatar.fandom.com/wiki/Lu_Beifong","","Lu Beifong","Gaoling, Earth Kingdom","Earth Kingdom","","","295 BG","","","","Man","Lady Wumei (wife; deceased)","Earth Kingdom","Yun","Earth","","Earth SageEarthbending instructorPoliticianBanker","Politician","","","Beifong family","""Obligations""","",""
"https://avatar.fandom.com/wiki/Longshot","https://static.wikia.nocookie.net/avatar/images/e/e7/Longshot.png/revision/latest?cb=20140413233811","Longshot","Earth Kingdom","","","","","","Black","","Man","","Freedom Fighters","Fire Nation","Bow","","Freedom Fighter","","","","Earth Kingdom","""Jet""","","Marc Donato"
"https://avatar.fandom.com/wiki/Long_Feng","https://static.wikia.nocookie.net/avatar/images/8/8d/Long_Feng_scheming.png/revision/latest?cb=20140510202422","Long Feng","Ba Sing Se, Earth Kingdom","Earth Kingdom","","","","Jade green","Black","Pale","Man","","Yanran","Team Avatar","Earth","","Government official (formerly)","Grand Secretariat of Ba Sing Se (formerly)","","Unknown, eventually Gun (as Grand Secretariat)Azula (as Head of the Dai Li)","Ba Sing Se (formerly)","""City of Walls and Secrets""","","Clancy Brown"
"https://avatar.fandom.com/wiki/Lokai","https://static.wikia.nocookie.net/avatar/images/8/81/Lokai.png/revision/latest?cb=20130911123754","Lokai","Earth Kingdom","","","","","","Gray","","Woman","","Onku","","","","Orphan caretaker","","","","","""Divided We Fall"" (only appearance)","",""
"https://avatar.fandom.com/wiki/Ling_and_Bak","https://static.wikia.nocookie.net/avatar/images/c/c8/Ling_and_Bak.png/revision/latest?cb=20190710110209","Ling and Bak","Earth Kingdom","Earth Kingdom","","","","","","","Man and woman","","Rhee","","","","Bureaucrats","","","","State of Gaoling","Ruins of the Empire Part One (only appearance)","",""
"https://avatar.fandom.com/wiki/Lin_Yee","https://static.wikia.nocookie.net/avatar/images/2/29/Lin_Yee.png/revision/latest?cb=20140116104542","Lin Yee","Earth Kingdom","","","","","","Brown","","Man","","Jeong Jeong","Fire Nation","Spear","","","","","","","""The Deserter"" (only appearance)","",""
"https://avatar.fandom.com/wiki/Lily","https://static.wikia.nocookie.net/avatar/images/0/0a/Lily.png/revision/latest?cb=20140128105159","Lily","Earth Kingdom","Earth Kingdom","","","","","Black","","Woman","Chong (husband)","Team Avatar","","","","","","","","","""The Cave of Two Lovers""","","Laraine Newman"
"https://avatar.fandom.com/wiki/Liling","https://static.wikia.nocookie.net/avatar/images/6/61/Liling.png/revision/latest/scale-to-width-down/350?cb=20190519153858","Liling","Northwestern Earth Kingdom","Earth Kingdom","","","","Gray","Brown","Light","Woman","","Bending","Team Avatar","Earth","","Factory owner","","","","Cranefish Town Business Council","Imbalance Part One","",""
"https://avatar.fandom.com/wiki/Lian","https://static.wikia.nocookie.net/avatar/images/e/e4/Lian.png/revision/latest?cb=20220220141708","Lian","Earth Kingdom","","","","","","Black","","Woman","","Bumi's advisor","Aang","Machines","","Machine builder","","","","","Avatar: The Last Airbender (video game) (only appearance)","","Gwendoline Yeo"
"https://avatar.fandom.com/wiki/Li-Mei","https://static.wikia.nocookie.net/avatar/images/2/25/Li-Mei.png/revision/latest/scale-to-width-down/350?cb=20210825235841","Li-Mei","Ba Sing Se, Earth Kingdom","Earth Kingdom","","","","","","","Woman","Iroh","Feng","","","","","","","","","""Matcha Makers"" (only appearance)","",""
"https://avatar.fandom.com/wiki/Li_(guardsman)","","","Earth Kingdom","","","","","","","","Man","","Wo","Triad of the Golden Wing","","","Peace officer","","","","","""Unfinished Business"" (only appearance)","",""
"https://avatar.fandom.com/wiki/Lek","","Lek","Date Grove, Earth Kingdom","Si Wong","14 or 15 at death[nb 1]","311 or 310 BG","296 BG","","Sandy","","Man","","Flying Opera Company","Jianzhu","Stones","","Earthbending instructor to Avatar KyoshiDaofei","Lek of the Whistling Death[1]","Jianzhu (as the Avatar's earthbending master)","Sud (as the Avatar's earthbending master)","","""The Introduction""","",""
"https://avatar.fandom.com/wiki/Lei_Fang","","Lei Fang","Ba Sing Se, Earth Kingdom","Earth Kingdom","","","","","","","Man","","","Mengyao","","","Daofei","","","","Triad of the Golden Wing","Adventure Booklet 1: Earth & Root (only appearance)","",""
"https://avatar.fandom.com/wiki/Lee_(servant)","https://static.wikia.nocookie.net/avatar/images/d/d0/Lee_%28servant%29.png/revision/latest/scale-to-width-down/350?cb=20230419180451","","Earth Kingdom","Earth Kingdom","","","","Green","Dark brown","","Man","Mirai","Kyoshi","","","","Servant","","","","","""Honest Work""","",""
"https://avatar.fandom.com/wiki/Lee","https://static.wikia.nocookie.net/avatar/images/5/50/Lee.png/revision/latest?cb=20140331143006","Lee","Plains village, Earth Kingdom","Earth Kingdom","","","","","Brown","","Man","","","Fire Nation","","","Farmer","","","","","""Zuko Alone"" (only appearance)","","Robby Bruce"
"https://avatar.fandom.com/wiki/Lao_Beifong","https://static.wikia.nocookie.net/avatar/images/a/aa/Lao_Beifong.png/revision/latest?cb=20140317211137","Lao Beifong","Gaoling, Earth Kingdom","Earth Kingdom","","","","Brown","Black","","Man","Poppy Beifong (wife)","Yu","General Old Iron","","","Businessman","Member of the Cranefish Town Business Council","","","Beifong family","""The Blind Bandit""","","Cam Clarke"
"https://avatar.fandom.com/wiki/Lan","","Lan","Boat Bottom, Fire Nation colonies","Earth Kingdom","","","","","","","Woman","","Taiki","","Spear, net","","Fisherwoman","","","","","Adventure Booklet 4: Air & Wind (only appearance)","",""
"https://avatar.fandom.com/wiki/Lady_Tienhai%27s_husband","https://static.wikia.nocookie.net/avatar/images/2/29/Lady_Tienhai%27s_husband.png/revision/latest?cb=20141228120847","Lady Tienhai's husband","Tienhaishi, Earth Kingdom","Earth Kingdom","","","","","Brown","","Man","Lady Tienhai (wife; widowed)","Avatar","General Old Iron","","","","","","","","The Rift Part Two (flashback only)","",""
"https://avatar.fandom.com/wiki/Kyoshi","https://static.wikia.nocookie.net/avatar/images/3/39/Kyoshi.png/revision/latest/scale-to-width-down/350?cb=20230729120809","Kyoshi","Earth Kingdom","Air Nomad; Earth Kingdom","16 in The Rise of Kyoshi[4]17 in The Shadow of Kyoshi[5]19 in Adventure Booklet 1: Earth & Root[6]230 at death[7]","312 BG","82 BG","Dark green","Brown","","Woman","Rangi (girlfriend)[9][10]Yun (formerly)[10]","Flying Opera Company","Jianzhu","The elements, war fans","","AvatarEarthbending instructorServant (formerly)Daofei","19 in Adventure Booklet 1: Earth & Root[6]","Kuruk (as the Avatar)","Roku (as the Avatar)","Flying Opera Company","""The Avatar State"" (vision)","","Jennifer Hale"
"https://avatar.fandom.com/wiki/Kuvira","https://static.wikia.nocookie.net/avatar/images/e/ec/Kuvira.png/revision/latest/scale-to-width-down/350?cb=20150407233430","Kuvira","Earth Kingdom","Earth Kingdom","","","","Fern green","Black","Light","Woman","Baatar Jr. (fiancé; formerly)","Metal Clan","Red Lotus","Earth, metal, spirit energy cannon","","Dancer (formerly)Guard (formerly)Military official (formerly)","Military official (formerly)","","Guan (as de facto leader of the Earth Empire)","Earth Empire (formerly)","""The Metal Clan""","","Zelda Williams"
"https://avatar.fandom.com/wiki/Kuon","https://static.wikia.nocookie.net/avatar/images/e/e3/Kuon.png/revision/latest?cb=20140714232416","Kuon","Earth Kingdom","Earth Kingdom","","","","","","","Man","His wife","","","Air","","Farmer","","","","","""Rebirth"" (only appearance)","","Jeff Bennett"
"https://avatar.fandom.com/wiki/Kuji","","Kuji","Earth Kingdom","Earth Kingdom","","","","","","","Man","","Triad of the Golden Wing","Kyoshi","Dao","","Daofei","","","","","""Unfinished Business"" (only appearance)","",""
"https://avatar.fandom.com/wiki/Kuei","https://static.wikia.nocookie.net/avatar/images/5/5e/Kuei.png/revision/latest?cb=20130627084042","Kuei","Ba Sing Se, Earth Kingdom","Earth Kingdom","","","","Light green","Black","Pale","Man","","Council of Five","Long Feng","","","","","The 51st Earth King","Hou-Ting (as Earth Monarch)","Earth Kingdom government","""City of Walls and Secrets""","","Phil LaMarr"
"https://avatar.fandom.com/wiki/Kong","https://static.wikia.nocookie.net/avatar/images/2/26/Kong.png/revision/latest?cb=20140808213006","Kong","Earth Kingdom","Earth Kingdom","","","","","Brown","Light","Man","","captain","","","","Airman","","","","","""Long Live the Queen"" (only appearance)","","Gregg Binkley"
"https://avatar.fandom.com/wiki/Koko","https://static.wikia.nocookie.net/avatar/images/f/f0/Koko.png/revision/latest?cb=20130819093502","Koko","Suki's village, Earth Kingdom","Kyoshi Islander","8[2]","91 AG","","","Brown","","Woman","","Kyoshi Warriors","Fire Nation","","","","","","","Earth Kingdom","""The Warriors of Kyoshi""","","Jillian Henry"
"https://avatar.fandom.com/wiki/Kirima","","Kirima","Earth Kingdom","Water Tribe","""Young"" in The Rise of Kyoshi and The Shadow of Kyoshi[2]","","","Sapphire blue[2]","","","Woman","Unidentified firebender (formerly)[3]","Flying Opera Company","Jianzhu","Water","","Waterbending instructor to Avatar KyoshiDaofei","","","Taqukaq (as the Avatar's waterbending master)","","""The Introduction""","",""
"https://avatar.fandom.com/wiki/Kenji","https://static.wikia.nocookie.net/avatar/images/c/c8/Kenji.png/revision/latest?cb=20140504182009","Kenji","Ba Sing Se, Earth Kingdom","Earth Kingdom","","","","","Black","","Man","","Organ grinder","Dai Li","","","Zookeeper","","","","","""The Tales of Ba Sing Se"" (only appearance)","","Andy Morris"
"https://avatar.fandom.com/wiki/Kaya_(village_girl)","https://static.wikia.nocookie.net/avatar/images/8/83/Kaya_%28village_girl%29.png/revision/latest?cb=20200422175255","","Earth Kingdom","","","","","Brown","Dark brown","Tan","Woman","Sokka (love interest; formerly)","Team Avatar","Rough Rhinos","","","","","","","","""Sokka the Avatar"" (only appearance)","",""
"https://avatar.fandom.com/wiki/Kay-fon","https://static.wikia.nocookie.net/avatar/images/4/4c/Kay-fon.png/revision/latest?cb=20130620104607","Kay-fon","Senlin Village, Earth Kingdom","Earth Kingdom","","","","Pale green","Gray (partially bald)","Light","Man","","Aang","Fire Nation","","","","","","","","""Winter Solstice, Part 1: The Spirit World""","","James Shigeta"
"https://avatar.fandom.com/wiki/Kai","https://static.wikia.nocookie.net/avatar/images/3/37/Teenage_Kai.png/revision/latest?cb=20141012234101","Kai","Earth Kingdom","Earth Kingdom","","","","Green","Dark brown (shaved on the sides)","Brown","Man","Jinora (girlfriend)","Tenzin","Dai Li","Air, glider staff","","Thief (formerly)","","","","Air Nation","""Rebirth""","","Skyler Brigmann"
"https://avatar.fandom.com/wiki/Junyi","","Junyi","Earth Kingdom","Earth Kingdom","","","","","","","Man","His lover","","","","","Swordsmith (formerly)Outlaw","","","","","Avatar Legends: The Roleplaying Game - Core Book (only appearance)","",""
"https://avatar.fandom.com/wiki/Juno","https://static.wikia.nocookie.net/avatar/images/4/4a/Juno.png/revision/latest?cb=20200422204153","Juno","Earth Kingdom","Earth Kingdom","","","","","Brown","","Man","","Lokai","Sokka","","","Thief","","","","","""Divided We Fall"" (only appearance)","",""
"https://avatar.fandom.com/wiki/Juniper_Kim","","Juniper Kim","Earth Kingdom","Earth Kingdom","","","","","","","Woman","","Asami Sato","","","","Scientist","","","","","Adventure Booklet: The Burning Fuse (only appearance)","",""
"https://avatar.fandom.com/wiki/June","https://static.wikia.nocookie.net/avatar/images/e/ea/June.png/revision/latest?cb=20130626132827","June","Earth Kingdom","","","","","","Black","","Woman","","Nyla","","Whip","","Bounty hunter","","","","","""Bato of the Water Tribe""","","Jennifer Hale"
"https://avatar.fandom.com/wiki/Joo_Dee","https://static.wikia.nocookie.net/avatar/images/1/1f/Joo_Dee.png/revision/latest?cb=20140422090643","Joo Dee","Ba Sing Se, Earth Kingdom","Earth Kingdom","","","","Grey","Black","Light tan","Woman","","Azula","Team Avatar","","","Government official (formerly)","","","","Dai Li","""City of Walls and Secrets""","","Lauren Tom"
